MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,FpDensityMorgan1,AvgIpc,BalabanJ,Ipc,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,VSA_EState9,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea,IC50_binary
5.094096221873098,0.3872247872728121,0.3872247872728121,0.4173618732617801,42.92857142857143,384.6520000000002,0.6428571428571429,3.150502892205044,1.164037575501787,2187750.164884781,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,0.0,54.38406644399575,74.03236601452443,35.34286375616011,0.0,0.0,11.4233700055414,0.0,0.0,43.48058343518124,105.7506394274039,13.08951281182515,0.0,0.0,0.0,0.0,24.51288281736655,0.0,0.0,0.0,24.72,0.0,0.0,21.65996187758712,24.92532490414794,64.20821622926012,11.4233700055414,0.0,41.54242319814374,9.984809465271338,0.0,0.0,10.1881924437462,0.0,4.807589192862531,1.764908477578238,13.25822336932681,16.98108651648622,0.0,0,4,0,0,4,4,7.121200000000009,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3.961416712562997,0.5338684970983402,0.5338684970983402,0.4624728071616784,45.21428571428572,388.6840000000002,0.6071428571428571,3.150502892205044,1.080362063115187,2187750.164884781,10.63357720801266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.38406644399575,97.95185976514314,12.08368165829592,0.0,0.0,0.0,0.0,10.63357720801266,33.49577396990991,117.8343210856998,13.08951281182515,0.0,10.63357720801266,0.0,0.0,25.17319447012107,0.0,0.0,0.0,24.06,0.0,0.0,21.65996187758712,23.91949375061871,77.29772904108526,0.0,0.0,52.1760004061564,0.0,0.0,0.0,0.0,7.922833425125994,2.153503044012327,1.914376644091859,14.13538102269576,17.6705653555792,0.0,0,4,0,0,4,4,6.155600000000006,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2.627117384182923,0.5432308210510737,0.5432308210510737,0.2609227801240689,42.1875,446.8080000000003,0.5625,3.214947253123124,1.219066029523398,8610750.760455066,8.966061715389248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.54242319814374,74.03236601452444,23.67162418464558,53.36388240082982,8.966061715389248,0.0,0.0,0.0,33.49577396990991,117.8343210856998,41.28020074253391,0.0,0.0,0.0,0.0,62.32994411621907,0.0,0.0,0.0,0.0,0.0,0.0,21.65996187758712,23.91949375061871,86.2637907564745,0.0,0.0,69.73311112885249,0.0,2.517629791177771,0.0,0.0,0.0,2.184127470091298,1.930720384526508,14.4916192655274,18.2872161632852,10.18361802183522,0,4,0,0,4,4,7.129200000000009,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1
5.097360048942529,0.390602645354716,0.390602645354716,0.3778455055831542,41.86206896551724,398.6790000000002,0.6206896551724138,3.17926985320412,1.120512909778165,3572141.766774113,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,0.0,60.80488806692176,74.03236601452443,35.34286375616011,0.0,0.0,11.4233700055414,0.0,0.0,43.48058343518124,112.1714610503299,13.08951281182515,0.0,0.0,0.0,0.0,24.51288281736655,0.0,0.0,0.0,24.72,0.0,0.0,21.65996187758712,24.92532490414794,70.62903785218613,11.4233700055414,0.0,41.54242319814374,9.984809465271338,0.0,0.0,10.19472009788506,0.0,4.827851813732591,1.769975405362917,14.69543927282678,17.01201341019265,0.0,0,4,0,0,4,4,7.511300000000009,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
5.150509901253949,0.2704760518661459,0.2704760518661459,0.4290384545075999,36.51428571428571,466.7130000000003,0.6,3.337073624442143,1.13667806407789,105375761.6128024,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,0.0,65.80789147199017,103.0039156488389,22.25335094433497,11.37477254936712,0.0,22.79814255490853,0.0,0.0,43.48058343518124,86.48817455862581,0.0,0.0,0.0,11.37477254936712,0.0,11.4233700055414,6.42082162292601,0.0,0.0,24.72,0.0,10.82998093879356,10.82998093879356,29.63140626461592,61.07520272649145,0.0,0.0,90.07335974583661,9.984809465271338,0.0,0.0,10.3010198025079,0.0,9.0717826238612,1.605177804776269,8.627310798875893,14.6923179140855,0.0,0,4,0,0,4,6,9.1148,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.758408034812463,0.278082987709212,0.278082987709212,0.711012171569234,28.6,332.4910000000001,0.96,2.92051309758689,1.523516049715847,628774.7878580671,5.733667477162185,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,45.03667987291831,72.40855426450265,16.81406174685105,5.687386274683562,0.0,17.08645755213783,0.0,0.0,21.74029171759062,46.4544980907759,5.733667477162185,0.0,5.733667477162185,11.37477254936712,0.0,5.711685002770702,6.42082162292601,0.0,0.0,38.38,0.0,5.41499046939678,5.41499046939678,23.71350021845453,36.10105285494272,0.0,12.13273413692322,57.16941400984153,10.72607220979785,0.0,0.0,5.068012779568516,0.0,12.35843304181242,0.8065186492255949,4.766280046136041,7.291772414368499,0.0,0,2,0,0,2,4,5.778300000000005,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.584471926061785,0.4296494105587354,0.4296494105587354,0.3285394231379137,36.56410256410256,528.8690000000004,0.5641025641025641,3.412805476470516,1.156405779851839,459191993.9711307,0.0,11.37477254936712,0.0,0.0,0.0,0.0,8.966061715389248,0.0,0.0,0.0,65.80789147199017,90.16227240298683,23.67162418464558,40.27436958900468,0.0,11.37477254936712,0.0,8.966061715389248,33.49577396990991,98.57185621692173,28.19068793070876,0.0,8.966061715389248,11.37477254936712,0.0,40.27436958900468,6.42082162292601,0.0,0.0,0.0,0.0,0.0,33.74364353588304,27.22269543063804,61.02660527031718,0.0,0.0,118.2640476765454,0.0,2.020151197669513,0.0,0.0,0.0,7.534827179741789,1.766502445743767,9.374572387765228,15.32736940690484,9.825937407060971,0,4,0,0,4,6,8.840800000000005,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
13.8218795773563,0.07984497572618143,-0.3012595406838834,0.2173322318502264,31.33333333333333,695.0890000000002,0.6078431372549019,3.095616828856079,0.9245477374022117,142014916108.3997,10.63357720801266,0.0,0.0,11.81435945870301,0.0,0.0,9.589074368143644,0.0,0.0,0.0,123.8922081229247,132.0905303028812,13.08951281182515,10.82998093879356,9.589074368143644,11.81435945870301,0.0,10.63357720801266,22.66579303111634,174.3680149725315,13.08951281182515,0.0,10.63357720801266,0.0,0.0,24.90387227052816,33.26069855278922,0.0,0.0,58.2,0.0,33.47432133629013,23.67162418464557,96.5601939098633,46.222352196034,0.0,0.0,102.4216772163073,0.0,0.0,0.0,27.6437591547126,6.784550242797004,8.473058000295891,2.427543794831465,16.41501480298867,20.05913061783378,0.0,0,4,0,0,2,6,10.83709999999999,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
14.17161448496984,0.01912310216277069,-0.4118276311098905,0.1877813773196451,29.15789473684211,763.1229999999996,0.5614035087719298,3.184153270801699,0.8938029516960042,4095502691529.447,10.63357720801266,0.0,0.0,11.81435945870301,0.0,0.0,9.589074368143644,0.0,0.0,0.0,128.8952115279931,161.0620799371957,11.37477254936712,10.82998093879356,9.589074368143644,23.18913200807014,0.0,0.0,22.66579303111634,148.6847284808275,10.63357720801266,0.0,10.63357720801266,11.37477254936712,0.0,11.81435945870301,39.68152017571523,0.0,0.0,58.2,0.0,22.64434039749657,23.67162418464557,82.00381040155325,44.50761193357597,0.0,0.0,150.9526137640002,0.0,0.0,0.0,28.34322896993967,6.697445184779838,12.08548694301886,1.999976124989597,11.28886419851416,18.37752500961026,0.0,0,4,0,0,2,8,12.82219999999998,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.135893460779373,0.2392260518661458,0.2392260518661458,0.4399154244159055,36.4,468.6850000000003,0.6,3.337073624442143,1.13667806407789,105375761.6128024,4.736862953800049,11.49902366656781,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,0.0,41.54242319814374,109.7216593163653,22.25335094433497,11.37477254936712,4.736862953800049,22.79814255490853,0.0,0.0,43.48058343518124,80.0673529356998,0.0,11.49902366656781,4.736862953800049,11.37477254936712,0.0,11.4233700055414,0.0,0.0,0.0,33.95,0.0,10.82998093879356,10.82998093879356,47.55125155410974,37.10665649724544,0.0,24.26546827384644,65.80789147199017,14.72167241907139,6.135893460779373,0.0,10.18990869139679,0.0,6.033338664104559,3.240723679372919,7.523698139305892,14.56293519803611,0.0,0,4,0,0,4,6,9.3163,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
